,prompt,chosen,rejected
481,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
어린이집 유형이 민간인 곳의 전화번호를 알려줘

### context:
CREATE TABLE child_care_info_s_m (  SIGUNNAME varchar(9) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(27) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(73) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(10) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRTELNO FROM CHILD_CARE_INFO_S_M WHERE CRTYPENAME = '민간',SELECT CRTELNO FROM CHILD_CARE_INFO_S_M WHERE CRTYPENAME = '민간'
482,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
희망 경력이 무관이거나 구인 제목이 사로 끝나는 여성 인력개발기관 구인 정보의 담당 센터와 기업명을 알려줘

### context:
CREATE TABLE job_offer (  INFOID varchar(200) DEFAULT NULL,  MANAGE_ORGAN_NAME varchar(15) DEFAULT NULL,  COMPANYNAME varchar(32) DEFAULT NULL,  TITLE varchar(14) DEFAULT NULL,  WORKADDRESS_NM varchar(7) DEFAULT NULL,  WORKADDRESS varchar(9) DEFAULT NULL,  CLOSE_DATE varchar(19) DEFAULT NULL,  STATUS_NM varchar(8) DEFAULT NULL) ;

### Response:
","SELECT COMPANYNAME, MANAGE_ORGAN_NAME FROM JOB_OFFER WHERE TITLE LIKE '%사' OR WORKADDRESS_NM = '무관'","SELECT MANAGE_ORGAN_NAME, COMPANYNAME FROM JOB_OFFER WHERE TITLE = '무관' OR COMPANYNAME LIKE '%사'"
483,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 주소에 화곡동이 들어가는 시설의 이름을 알려줘

### context:
CREATE TABLE fclt_open_info_g_s (  FCLT_NM varchar(36) DEFAULT NULL,  GS_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  GS_WELFARE_FCLT_KIND_NM varchar(26) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  FCLT_ADDR varchar(63) DEFAULT NULL) ;

### Response:
",SELECT FCLT_NM FROM FCLT_OPEN_INFO_G_S WHERE FCLT_ADDR LIKE '%화곡동%',SELECT FCLT_NM FROM FCLT_OPEN_INFO_G_S WHERE FCLT_ADDR LIKE '%화곡동%'
484,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
장기 미종사자 직무교육의 교육 시작 일자가 언제야

### context:
CREATE TABLE tv_eduapplylist (  EDUYY varchar(19) DEFAULT NULL,  SISUL_NAME varchar(15) DEFAULT NULL,  EDU_NAME varchar(22) DEFAULT NULL,  EDUGISU varchar(7) DEFAULT NULL,  EDUFRDATE varchar(19) DEFAULT NULL,  EDUTODATE varchar(19) DEFAULT NULL,  CAPACNT varchar(8) DEFAULT NULL,  APLYCNT varchar(8) DEFAULT NULL,  EDUSTATE varchar(7) DEFAULT NULL,  ADDR varchar(44) DEFAULT NULL,  TEL varchar(17) DEFAULT NULL) ;

### Response:
",SELECT EDUFRDATE FROM TV_EDUAPPLYLIST WHERE EDU_NAME = '장기미종사자 직무교육',SELECT EDUFRDATE FROM TV_EDUAPPLYLIST WHERE EDU_NAME = '장기 미종사자 직무교육'
485,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
한국어와 영어의 상담 실적 수를 알려줘

### context:
CREATE TABLE global_job_counsel_lng_type_rst (  YYYYMM varchar(19) DEFAULT NULL,  CATEGORY_NM varchar(9) DEFAULT NULL,  TYPE0 bigint DEFAULT NULL,  TYPE1 bigint DEFAULT NULL,  TYPE2 bigint DEFAULT NULL,  TYPE4 bigint DEFAULT NULL,  TYPE5 bigint DEFAULT NULL,  TYPE6 bigint DEFAULT NULL,  TYPE7 bigint DEFAULT NULL,  TYPE8 bigint DEFAULT NULL,  TYPE9 bigint DEFAULT NULL,  TYPE10 bigint DEFAULT NULL,  TYPE11 bigint DEFAULT NULL,  TYPE12 bigint DEFAULT NULL,  TYPE13 bigint DEFAULT NULL,  TYPE14 bigint DEFAULT NULL,  TYPE15 bigint DEFAULT NULL,  TYPE_SUM bigint DEFAULT NULL) ;

### Response:
","SELECT TYPE0, TYPE1 FROM GLOBAL_JOB_COUNSEL_LNG_TYPE_RST","SELECT TYPE0, TYPE1 FROM GLOBAL_JOB_COUNSEL_LNG_TYPE_RST WHERE CATEGORY_NM = '한국어' OR CATEGORY_NM = '영어'"
486,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
이름에 다올이 들어가는 어린이집의 보육실 면적은 얼마야

### context:
CREATE TABLE child_care_info_m_p (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(26) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(59) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(200) DEFAULT NULL,  CRPAUSEENDDT varchar(200) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  CRSPEC varchar(15) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT NRTRROOMSIZE FROM CHILD_CARE_INFO_M_P WHERE CRNAME LIKE '%다올%',SELECT NRTRROOMSIZE FROM CHILD_CARE_INFO_M_P WHERE CRNAME LIKE '%다올%'
487,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
구립 뜰아래어린이집의 현원은 얼마야

### context:
CREATE TABLE child_care_info_g_s (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(24) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(57) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  NRTRROOMSIZE varchar(10) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(7) DEFAULT NULL,  CLASS_CNT_03 varchar(7) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRCHCNT FROM CHILD_CARE_INFO_G_S WHERE CRNAME = '구립 뜰아래어린이집',SELECT CRCHCNT FROM CHILD_CARE_INFO_G_S WHERE CRNAME = '구립뜰아래어린이집'
488,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
구분명이 아동 정원 수인 소계를 보여줘

### context:
CREATE TABLE stat_sisul_satisfied_info (  STYEAR varchar(19) DEFAULT NULL,  ARCODE bigint DEFAULT NULL,  ARCODENM varchar(8) DEFAULT NULL,  GUBUN bigint DEFAULT NULL,  GUBUNNM varchar(10) DEFAULT NULL,  CNTOT varchar(11) DEFAULT NULL,  CN0101 varchar(11) DEFAULT NULL,  CN0201 varchar(11) DEFAULT NULL,  CN0301 varchar(11) DEFAULT NULL,  CN0302 varchar(11) DEFAULT NULL,  CN0401 varchar(11) DEFAULT NULL,  CN0501 varchar(11) DEFAULT NULL,  CN0603 varchar(11) DEFAULT NULL) ;

### Response:
",SELECT CNTOT FROM STAT_SISUL_SATISFIED_INFO WHERE GUBUNNM = '아동정원수',SELECT CNTOT FROM STAT_SISUL_SATISFIED_INFO WHERE GUBUNNM = '아동'
489,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
합계가 100 이상인 연월을 알려줘

### context:
CREATE TABLE global_job_counsel_typediv (  YYYYMM varchar(19) DEFAULT NULL,  CATEGORY_NM1 varchar(10) DEFAULT NULL,  CATEGORY_NM2 varchar(13) DEFAULT NULL,  TYPE1 bigint DEFAULT NULL,  TYPE2 bigint DEFAULT NULL,  TYPE3 bigint DEFAULT NULL,  TYPE4 bigint DEFAULT NULL,  TYPE5 bigint DEFAULT NULL,  TYPE6 bigint DEFAULT NULL,  TYPE_SUM bigint DEFAULT NULL) ;

### Response:
",SELECT YYYYMM FROM GLOBAL_JOB_COUNSEL_TYPEDIV WHERE TYPE_SUM >= 100,SELECT YYYYMM FROM GLOBAL_JOB_COUNSEL_TYPEDIV WHERE TYPE_SUM >= 100
490,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
지하철 5호선이 통과하는 역이 어디야

### context:
CREATE TABLE subway_tour_info (  NO varchar(8) DEFAULT NULL,  LINE varchar(7) DEFAULT NULL,  LINE_NAME varchar(8) DEFAULT NULL,  STATION varchar(14) DEFAULT NULL,  STATION_IMAGE varchar(133) DEFAULT NULL,  COURSE1 varchar(11) DEFAULT NULL,  COURSE2 varchar(11) DEFAULT NULL,  ELEVATER varchar(82) DEFAULT NULL,  ELEVATER_TXT varchar(349) DEFAULT NULL,  STATION_IMAGE2 varchar(143) DEFAULT NULL,  USEYN varchar(6) DEFAULT NULL,  ICON_PATH varchar(1043) DEFAULT NULL,  EXIT_INFO varchar(543) DEFAULT NULL,  TELNO_INFO varchar(31) DEFAULT NULL,  TIME_INFO1 varchar(23) DEFAULT NULL,  TIME_INFO2 varchar(23) DEFAULT NULL,  TIME_INFO3 varchar(23) DEFAULT NULL,  TIME_INFO4 varchar(23) DEFAULT NULL) ;

### Response:
",SELECT STATION FROM SUBWAY_TOUR_INFO WHERE LINE = 5,SELECT STATION FROM SUBWAY_TOUR_INFO WHERE LINE_NAME = '5호선'
491,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
한마루소공원의 기본 주소를 알려줘

### context:
CREATE TABLE tn_fclty_sttus_info10071 (  CLTUR_EVENT_ETC_NM varchar(44) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(9) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  FCLTY_CL_CODE bigint DEFAULT NULL,  FCLTY_CL_NM varchar(10) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP varchar(11) DEFAULT NULL,  BASS_ADRES varchar(49) DEFAULT NULL,  DETAIL_ADRES varchar(59) DEFAULT NULL,  RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  RNTFEE varchar(10) DEFAULT NULL,  GUIDANCE_URL varchar(190) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT BASS_ADRES FROM TN_FCLTY_STTUS_INFO10071 WHERE CLTUR_EVENT_ETC_NM = '한마루소공원',SELECT BASS_ADRES FROM TN_FCLTY_STTUS_INFO10071 WHERE CLTUR_EVENT_ETC_NM = '한마루소공원'
492,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
삼성어린이집의 전화번호와 팩스번호를 알려줘

### context:
CREATE TABLE child_care_info_d_d (  SIGUNNAME varchar(9) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(20) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(54) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  CRHOME varchar(67) DEFAULT NULL,  NRTRROOMSIZE varchar(8) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(15) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_01 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL) ;

### Response:
","SELECT CRTELNO, CRFAXNO FROM CHILD_CARE_INFO_D_D WHERE CRNAME = '삼성어린이집'","SELECT CRTELNO, CRFAXNO FROM CHILD_CARE_INFO_D_D WHERE CRNAME = '삼성어린이집'"
493,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
주소에 오현로가 포함된 시설의 이름을 겹치지 않게 보여줘

### context:
CREATE TABLE fclt_open_info_g_b (  FCLT_NM varchar(31) DEFAULT NULL,  GB_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(25) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  GB_WELFARE_JRSD_SGG_SE varchar(8) DEFAULT NULL,  GB_WELFARE_RPRSNTV varchar(8) DEFAULT NULL,  JRSD_SGG_NM varchar(8) DEFAULT NULL,  FCLT_ADDR varchar(65) DEFAULT NULL) ;

### Response:
",SELECT DISTINCT FCLT_NM FROM FCLT_OPEN_INFO_G_B WHERE FCLT_ADDR LIKE '%오현로%',SELECT DISTINCT FCLT_NM FROM FCLT_OPEN_INFO_G_B WHERE FCLT_ADDR LIKE '%오현로%'
494,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
우리마포복지관의 주소를 알려줘

### context:
CREATE TABLE fclt_open_info_m_p (  FCLT_NM varchar(31) DEFAULT NULL,  MP_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  MP_WELFARE_FCLT_KIND_NM varchar(26) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  MP_WELFARE_RPRSNTV varchar(9) DEFAULT NULL,  MP_WELFARE_FCLT_ADDR varchar(57) DEFAULT NULL) ;

### Response:
",SELECT MP_WELFARE_FCLT_ADDR FROM FCLT_OPEN_INFO_M_P WHERE FCLT_NM = '우리마포복지관',SELECT MP_WELFARE_FCLT_ADDR FROM FCLT_OPEN_INFO_M_P WHERE FCLT_NM = '우리마포복지관'
495,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
강서구 사회복지시설 목록에서 시설명이 천사로 시작하는 곳의 시설 주소는 뭐야

### context:
CREATE TABLE fclt_open_info_g_s (  FCLT_NM varchar(36) DEFAULT NULL,  GS_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  GS_WELFARE_FCLT_KIND_NM varchar(26) DEFAULT NULL,  FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  FCLT_ADDR varchar(63) DEFAULT NULL) ;

### Response:
",SELECT FCLT_ADDR FROM FCLT_OPEN_INFO_G_S WHERE FCLT_NM LIKE '천사%',SELECT FCLT_ADDR FROM FCLT_OPEN_INFO_G_S WHERE FCLT_NM LIKE '천사%'
496,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 종류명에 아동이 들어간 시설의 이름을 찾아줘

### context:
CREATE TABLE fclt_open_info_y_d (  YDP_WELFARE_FCLT_NM varchar(33) DEFAULT NULL,  YDP_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  YDP_WELFARE_FCLT_KIND_NM varchar(26) DEFAULT NULL,  YDP_WELFARE_FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  YDP_WELFARE_JRSD_SGG_SE varchar(8) DEFAULT NULL,  YDP_WELFARE_JRSD_SGG_NM varchar(9) DEFAULT NULL,  YDP_WELFARE_FCLT_ADDR varchar(54) DEFAULT NULL) ;

### Response:
",SELECT YDP_WELFARE_FCLT_NM FROM FCLT_OPEN_INFO_Y_D WHERE YDP_WELFARE_FCLT_KIND_NM LIKE '%아동%',SELECT YDP_WELFARE_FCLT_NM FROM FCLT_OPEN_INFO_Y_D WHERE YDP_WELFARE_FCLT_KIND_NM LIKE '%아동%'
497,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
주제에 프로그램이 들어가는 공지 사항의 등록 날짜를 오래된 순으로 중복 없이 보여줘

### context:
CREATE TABLE gd_notice_view (  IDX bigint DEFAULT NULL,  NAME varchar(8) DEFAULT NULL,  SUBJECT varchar(81) DEFAULT NULL,  CONTENT blob,  REGDATE varchar(19) DEFAULT NULL,  HIT varchar(9) DEFAULT NULL,  FILE1 varchar(70) DEFAULT NULL,  FILE2 varchar(50) DEFAULT NULL,  FILE3 varchar(48) DEFAULT NULL,  FILE4 varchar(47) DEFAULT NULL,  FILE5 varchar(31) DEFAULT NULL,  FILE6 varchar(34) DEFAULT NULL) ;

### Response:
",SELECT DISTINCT REGDATE FROM GD_NOTICE_VIEW WHERE SUBJECT LIKE '%프로그램%' ORDER BY REGDATE,SELECT DISTINCT REGDATE FROM GD_NOTICE_VIEW WHERE SUBJECT LIKE '%프로그램%' ORDER BY REGDATE
498,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 종류 상세명에 재활시설이 들어가는 시설의 이름과 
시설 주소를 알려줘

### context:
CREATE TABLE fclt_open_info_s_p (  FCLT_NM varchar(32) DEFAULT NULL,  SP_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(33) DEFAULT NULL,  SP_WELFARE_FCLT_KIND_DTL_NM varchar(16) DEFAULT NULL,  SP_WELFARE_RPRSNTV varchar(8) DEFAULT NULL,  SP_WELFARE_FCLT_ADDR varchar(53) DEFAULT NULL) ;

### Response:
","SELECT FCLT_NM, SP_WELFARE_FCLT_ADDR FROM FCLT_OPEN_INFO_S_P WHERE SP_WELFARE_FCLT_KIND_DTL_NM LIKE '%재활시설%'","SELECT FCLT_NM, SP_WELFARE_FCLT_ADDR FROM FCLT_OPEN_INFO_S_P WHERE SP_WELFARE_FCLT_KIND_DTL_NM LIKE '%재활시설%'"
499,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 주소에 남부순환로가 포함되며 시설명에 요양이 들어가는 사회복지시설의 이름을 알려줘

### context:
CREATE TABLE fclt_open_info_o_m_i (  FCLT_NM varchar(30) DEFAULT NULL,  ELDERLY_MEDI_WELFARE_FCLT_CD varchar(11) DEFAULT NULL,  FCLT_KIND_NM varchar(20) DEFAULT NULL,  ELDERLY_MEDI_WELFARE_FCLT_KIND_DTL_NM varchar(13) DEFAULT NULL,  JRSD_SGG_NM varchar(10) DEFAULT NULL,  ELDERLY_MEDI_WELFARE_FCLT_ADDR varchar(58) DEFAULT NULL) ;

### Response:
",SELECT FCLT_NM FROM FCLT_OPEN_INFO_O_M_I WHERE ELDERLY_MEDI_WELFARE_FCLT_ADDR LIKE '%남부순환로%' AND FCLT_NM LIKE '%요양%',SELECT FCLT_NM FROM FCLT_OPEN_INFO_O_M_I WHERE ELDERLY_MEDI_WELFARE_FCLT_ADDR LIKE '%남부순환로%' AND FCLT_NM LIKE '%요양%'
500,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
지역 보육 의료 시설 정보 중 제일약국의 X 좌표를 알려줘

### context:
CREATE TABLE tn_fclty_sttus_info10074 (  CLTUR_EVENT_ETC_NM varchar(49) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(9) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  FCLTY_CL_CODE bigint DEFAULT NULL,  FCLTY_CL_NM varchar(10) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP bigint DEFAULT NULL,  BASS_ADRES varchar(47) DEFAULT NULL,  DETAIL_ADRES varchar(58) DEFAULT NULL,  RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  RNTFEE varchar(16) DEFAULT NULL,  GUIDANCE_URL varchar(213) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT X_CRDNT_VALUE FROM TN_FCLTY_STTUS_INFO10074 WHERE CLTUR_EVENT_ETC_NM = '제일약국',SELECT X_CRDNT_VALUE FROM TN_FCLTY_STTUS_INFO10074 WHERE CLTUR_EVENT_ETC_NM = '제일약국'
501,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
광진구 영유아 보육 관공서의 우편번호와 기본 주소를 알려줘

### context:
CREATE TABLE tn_fclty_sttus_info10075 (  CLTUR_EVENT_ETC_NM varchar(55) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(9) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  FCLTY_CL_CODE bigint DEFAULT NULL,  FCLTY_CL_NM varchar(8) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP bigint DEFAULT NULL,  BASS_ADRES varchar(34) DEFAULT NULL,  DETAIL_ADRES varchar(49) DEFAULT NULL,  RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  RNTFEE varchar(14) DEFAULT NULL,  GUIDANCE_URL varchar(113) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
","SELECT BASS_ADRES, ZIP FROM TN_FCLTY_STTUS_INFO10075 WHERE AGE_SE_NM = '영유아' AND ATDRC_NM = '광진구'","SELECT ZIP, BASS_ADRES FROM TN_FCLTY_STTUS_INFO10075 WHERE CLTUR_EVENT_ETC_NM = '광진구 영유아 보육 관공서'"
